img_id,Time_of_Day,Weather_Condition,Road_Environment_Type,Road_Surface_Condition,Traffic_Density,Pedestrian_Presence,Cyclist_Presence,Number_of_Visible_Lanes,Intersection_Type,Lane_Marking_Visibility,Artificial_Lighting_Source,Crosswalk_Presence,Vertical_Road_Profile,Horizontal_Road_Curvature,Infrastructure_Barriers,Building_Density,Vegetation_Level,Traffic_Sign_Presence,Vehicle_Composition,Ego_Vehicle_Lane_Position,Ego_Vehicle_Lane_POSITION
18312,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
70189,Daylight,Clear,Residential,Dry,High/Congested,On_Sidewalk,No,2,None,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,None,Passenger_Cars_Only,Centered,
57645,Dawn/Dusk,Snowy,Rural,Icy,Empty,None,No,2,None,Occluded_by_Snow/Water,None,No,Uphill,Straight,None,Sparse/Rural,Sparse,None,No_Vehicles,Centered,
9958,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
29355,Daylight,Cloudy,Residential,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
33405,Daylight,Clear,Residential,Dry,Empty,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Directional,No_Vehicles,Centered,
13595,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
38276,Dawn/Dusk,Clear,Urban,Dry,Low,None,No,2,Four-Way,Faded,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
45727,Daylight,Clear,Urban,Dry,Low,None,Yes,1,T-Junction,Faded,None,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,
44379,Dawn/Dusk,Rainy,Urban,Wet,Low,None,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
76770,Daylight,Cloudy,Highway,Wet,Empty,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,None,No_Vehicles,Centered,
18116,Dawn/Dusk,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
59326,Night,Rainy,Urban,Wet,Moderate,None,Yes,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
79075,Daylight,Clear,Highway,Dry,Low,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
12335,Daylight,Cloudy,Urban,Dry,Low,None,No,1,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,
86729,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
7432,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,1,Four-Way,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,
31431,Night,Clear,Urban,Dry,Empty,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,No_Vehicles,Centered,
6879,Dawn/Dusk,Cloudy,Urban,Dry,Low,None,Yes,1,T-Junction,Clear,Building_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
12485,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,1,None,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
42012,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,
10887,Daylight,Clear,Residential,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
43641,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,3,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,
20770,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,2,None,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
22226,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,None,Passenger_Cars_Only,Centered,
70528,Daylight,Clear,Urban,Dry,Moderate,None,Yes,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,
81909,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
28061,Twilight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,Building_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
42565,Daylight,Clear,Urban,Dry,Moderate,None,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
36360,Daylight,Cloudy,Urban,Dry,High/Congested,None,No,2,None,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,
35548,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,1,Four-Way,Clear,Street_Lights,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Regulatory,No_Vehicles,Centered,
42498,Daylight,Cloudy,Rural,Wet,Empty,Crossing_Road,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,None,Dense_Forest,Directional,No_Vehicles,Centered,
81517,Daylight,Clear,Tunnel,Dry,Empty,None,No,2,None,Clear,Tunnel_Lights,No,Flat,Straight,None,None,None,None,No_Vehicles,Centered,
26612,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,None,Absent,None,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
64904,Night,Rainy,Urban,Wet,Empty,None,No,2,Four-Way,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,None,Directional,No_Vehicles,Centered,
46286,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
69555,Daylight,Clear,Highway,Dry,Low,None,No,2,None,Clear,None,No,Uphill,Slight_Left,Metal_Guardrail,Sparse/Rural,Sparse,Directional,Passenger_Cars_Only,Centered,
92733,Daylight,Clear,Highway,Dry,Low,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,None,Moderate,Directional,Mixed_Heavy_Traffic,Centered,
72602,Daylight,Clear,Urban,Dry,Moderate,None,No,2,None,Absent,None,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,
27476,Night,Rainy,Urban,Wet,Low,On_Sidewalk,No,2,None,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
39331,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,2,None,Faded,Street_Lights,No,Flat,Straight,Curb,High_Rise,None,Multiple_Types,Passenger_Cars_Only,Centered,
7234,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Moderate,Directional,Public_Transit_Focus,Centered,
10582,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,Yes,Uphill,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,
10611,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Faded,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
8705,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
43826,Night,Clear,Urban,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Slight_Right,Noise_Wall,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
79372,Daylight,Cloudy,Highway,Dry,Low,None,No,2,None,Clear,None,No,Flat,Slight_Right,Concrete_Median,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,
7320,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
55095,Dawn/Dusk,Snowy,Rural,Wet,Empty,None,No,2,None,Faded,None,No,Uphill,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Warning,No_Vehicles,Centered,
85153,Daylight,Snowy,Residential,Snow_Covered,Empty,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,No_Vehicles,Centered,
47549,Daylight,Cloudy,Residential,Dry,Low,None,No,2,None,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
71620,Night,Clear,Urban,Dry,Empty,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,Industrial,Moderate,Regulatory,Passenger_Cars_Only,Centered,
38912,Daylight,Clear,Urban,Dry,Low,Crossing_Road,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,None,Multiple_Types,Passenger_Cars_Only,Centered,
18721,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
84307,Night,Clear,Highway,Dry,Low,None,No,4,None,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,None,Sparse,Directional,Passenger_Cars_Only,Centered,
39890,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,1,None,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
59868,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
84504,Dawn/Dusk,Rainy,Rural,Wet,Low,None,No,2,None,Clear,None,No,Flat,Straight,None,Sparse/Rural,Dense_Forest,None,Passenger_Cars_Only,Centered,
98954,Daylight,Cloudy,Rural,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Sparse/Rural,Moderate,None,Passenger_Cars_Only,Centered,
70300,Daylight,Cloudy,Rural,Wet,Low,None,No,2,None,Faded,Street_Lights,No,Flat,Straight,Curb,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,
24888,Night,Clear,Urban,Wet,Moderate,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,
53724,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,
87880,Daylight,Cloudy,Highway,Wet,Low,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Industrial,Sparse,Directional,Passenger_Cars_Only,Centered,
3159,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,1,Four-Way,Faded,None,Yes,Uphill,Straight,Curb,Low_Density_Urban,None,Multiple_Types,Passenger_Cars_Only,Centered,
20910,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
36339,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,None,None,Public_Transit_Focus,Centered,
77610,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,3,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Park-like,Multiple_Types,Mixed_Heavy_Traffic,Centered,
80752,Daylight,Cloudy,Urban,Dry,Low,None,No,3,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
87054,Night,Rainy,Highway,Wet,Moderate,None,No,3,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,
19649,Daylight,Clear,Residential,Dry,Low,None,No,2,None,Absent,None,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,
9031,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
80740,Daylight,Clear,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Curb,None,Park-like,None,Passenger_Cars_Only,Centered,
26834,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,3,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
53605,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,1,None,Faded,None,No,Downhill,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
91818,Dawn/Dusk,Rainy,Urban,Wet,Moderate,None,No,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
13655,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
92193,Daylight,Snowy,Rural,Snow_Covered,Low,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Straight,None,None,Dense_Forest,None,Passenger_Cars_Only,Centered,
7561,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Mixed_Heavy_Traffic,Centered,
77244,Night,Rainy,Highway,Wet,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Mixed_Heavy_Traffic,Centered,
86382,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,None,Yes,2,None,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,High_Rise,Sparse,None,Passenger_Cars_Only,Centered,
31380,Daylight,Clear,Urban,Dry,High/Congested,On_Sidewalk,Yes,2,Four-Way,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
19677,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
45675,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,Yes,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
24437,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,High_Rise,None,Regulatory,Public_Transit_Focus,Centered,
67168,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Mixed_Heavy_Traffic,Centered,
72447,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,None,Passenger_Cars_Only,Centered,
57183,Dawn/Dusk,Clear,Urban,Dry,Moderate,None,No,5+,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,
40618,Daylight,Clear,Urban,Dry,Low,None,No,3,Four-Way,Clear,None,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
20146,Dawn/Dusk,Cloudy,Urban,Wet,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Uphill,Slight_Right,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
54284,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Clear,None,No,Uphill,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
11138,Daylight,Cloudy,Urban,Dry,High/Congested,On_Sidewalk,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
61833,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
72410,Daylight,Cloudy,Highway,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,Industrial,Sparse,Directional,Mixed_Heavy_Traffic,Centered,
50774,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
4957,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,
6582,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,Yes,Flat,Slight_Right,Curb,High_Rise,Moderate,Multiple_Types,Public_Transit_Focus,Centered,
17672,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Public_Transit_Focus,Centered,
40127,Daylight,Rainy,Urban,Wet,High/Congested,None,No,3,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
7062,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,None,Regulatory,Passenger_Cars_Only,Centered,
73673,Daylight,Clear,Highway,Dry,Low,None,No,2,None,Clear,None,No,Flat,Slight_Right,Metal_Guardrail,Sparse/Rural,Moderate,Warning,Passenger_Cars_Only,Centered,
76823,Daylight,Cloudy,Highway,Wet,Low,None,No,2,None,Clear,None,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,None,Passenger_Cars_Only,Centered,
22499,Daylight,Clear,Urban,Dry,High/Congested,On_Sidewalk,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
83769,Daylight,Clear,Urban,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
30532,Daylight,Clear,Urban,Dry,Moderate,None,No,1,None,Absent,None,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,
18476,Daylight,Cloudy,Urban,Dry,Low,None,No,1,None,Faded,None,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,
76961,Night,Rainy,Highway,Wet,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,Sparse,None,Passenger_Cars_Only,Centered,
87494,Daylight,Cloudy,Highway,Dry,Empty,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,None,Moderate,Warning,No_Vehicles,Centered,
9826,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
88561,Daylight,Cloudy,Highway,Dry,Low,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,
46098,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Slight_Right,Concrete_Median,Low_Density_Urban,Sparse,None,Passenger_Cars_Only,Centered,
76255,Daylight,Cloudy,Highway,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,None,Moderate,None,Mixed_Heavy_Traffic,Centered,
35417,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
34418,Daylight,Cloudy,Urban,Dry,Empty,None,No,1,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,No_Vehicles,Centered,
41092,Dawn/Dusk,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
21529,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
46454,Night,Clear,Highway,Dry,Moderate,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,Sparse,Directional,Mixed_Heavy_Traffic,Centered,
50118,Daylight,Clear,Urban,Dry,Moderate,None,No,4,Four-Way,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,
81763,Dawn/Dusk,Foggy,Rural,Snow_Covered,Low,None,No,1,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,None,Sparse/Rural,Dense_Forest,None,Passenger_Cars_Only,Centered,
63124,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Slight_Right,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
93652,Daylight,Snowy,Residential,Snow_Covered,Empty,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,None,No_Vehicles,Centered,
94020,Daylight,Clear,Residential,Dry,Low,None,No,2,None,Clear,None,No,Uphill,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
60076,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
78581,Daylight,Cloudy,Highway,Slushy,Low,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Straight,Curb,Sparse/Rural,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
87116,Daylight,Clear,Tunnel,Dry,Low,On_Sidewalk,No,2,None,Clear,Tunnel_Lights,No,Flat,Straight,Curb,None,None,None,Passenger_Cars_Only,Centered,
44788,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,No,Uphill,Slight_Right,Metal_Guardrail,High_Rise,None,Multiple_Types,Mixed_Heavy_Traffic,Centered,
62278,Night,Snowy,Rural,Snow_Covered,Low,None,No,1,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,None,None,Dense_Forest,None,Passenger_Cars_Only,Centered,
4016,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
32535,Daylight,Cloudy,Residential,Dry,Low,None,No,2,T-Junction,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
76006,Dawn/Dusk,Cloudy,Rural,Wet,Low,None,No,2,None,Occluded_by_Snow/Water,None,No,Uphill,Slight_Right,Metal_Guardrail,None,Dense_Forest,None,Passenger_Cars_Only,Centered,
36284,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,
18999,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
91751,Daylight,Clear,Rural,Slushy,Low,None,No,2,None,Clear,None,No,Flat,Straight,None,Sparse/Rural,Moderate,None,Passenger_Cars_Only,Centered,
21441,Daylight,Rainy,Urban,Wet,Low,On_Sidewalk,No,2,Four-Way,Occluded_by_Snow/Water,None,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
19319,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
89904,Night,Clear,Highway,Dry,Empty,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,None,Sparse,Directional,No_Vehicles,Centered,
90968,Daylight,Snowy,Rural,Snow_Covered,Empty,None,No,1,None,Occluded_by_Snow/Water,None,No,Flat,Straight,None,Sparse/Rural,Moderate,None,No_Vehicles,Centered,
71,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,
98053,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,None,Passenger_Cars_Only,Centered,
30446,Night,Snowy,Urban,Snow_Covered,Low,On_Sidewalk,No,2,Four-Way,Occluded_by_Snow/Water,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,None,Regulatory,Passenger_Cars_Only,Centered,
39389,Daylight,Snowy,Urban,Snow_Covered,Low,None,No,2,Four-Way,Occluded_by_Snow/Water,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
18680,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Industrial,Sparse,Directional,Passenger_Cars_Only,Centered,
