,country,time_of_day,lat,long,road_type,road_condition,weather,solar_angle_elevation,month,hour,forward_acceleration,lateral_acceleration,forward_velocity,lateral_velocity,field_view_horizontal,camera_distance_from_ground,camera_pitch_angle,distortion_magnitude,camera_offset,laplacian,quality,brightness,noisiness,sharpness,contrast,complexity,temperature_2m,relative_humidity_2m,rain,snowfall,cloud_cover,cloud_cover_low,cloud_cover_mid,wind_speed_10m,weather_code
18531,PL,day,52.23479100703019,21.008907875378625,city,wet,rain,4.950037630536457,4,16,0.3727874797614945,-0.6510677392045049,24.93814665526836,-0.0199419685926603,120.0310462140434,1.129930671152837,0.7845076667532294,0.0339008523862861,14.273953023409025,50.77097989069085,0.6515738,0.16671501,0.9979983,0.98825306,0.13746405,0.12623897,2.869999885559082,94.47322082519533,0.6000000238418579,0.0,100.0,96.0,100.0,14.205182075500488,53.0
18749,DE,day,50.93524164712863,6.95948247829313,city,normal,partly-cloudy-day,18.26755059430232,11,10,-0.724372666540955,0.1447203663413334,-0.0381971424297005,-0.0874572959312912,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,273.19361507888027,0.7375006,0.16822723,0.9975139,0.9945786,0.2070515,0.20912041,7.182499885559082,85.0185546875,0.1000000014901161,0.0,36.0,31.0,14.0,10.58791732788086,51.0
72947,NO,day,63.46684170834674,10.911112875365475,arterial-rural,normal,cloudy,14.131963550663926,2,10,2.8516623684090745,-14.74247810196956,39.54787959360346,-0.9715297006787186,121.8558717032652,1.12456066455856,0.2919903037510977,0.0784849875174295,34.79395280223011,16.072870281145786,0.49394113,0.08737635,0.9908921,0.9356344,0.0883662,0.14894164,5.476499557495117,61.350379943847656,0.0,0.0,69.0,0.0,50.0,6.952754497528076,2.0
37172,PL,night,54.38756693493062,18.610551592590703,city,normal,clear-night,-7.975836435089278,6,20,1.9629655001918187,-0.3169250870337016,37.46858260645491,-0.5846175255956314,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,87.90026579970822,0.6525673,0.12913609,0.9938023,0.9901164,0.08715561,0.090320215,13.430500030517578,74.71111297607422,0.0,0.0,62.0,0.0,62.0,7.594208240509033,2.0
2852,SE,day,55.57874501970968,13.00564656804681,city,normal,partly-cloudy-day,54.787656693421866,5,10,0.4567668288781528,-0.4441461569272584,-0.0153234558539396,-0.0201619886920485,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,59.28413567298789,0.7556421,0.39017057,0.9970983,0.9907391,0.16943151,0.046476625,15.165499687194824,65.81800079345703,0.0,0.0,55.0,0.0,18.0,16.422470092773438,2.0
75213,SE,night,67.84404239213764,20.2721888757996,smaller-rural,snow,partly-cloudy-night,-10.306599964020135,3,19,-2.990225919592174,-0.2742926195941245,71.68195148862361,0.0878897392165688,120.0310462140434,1.133817503904412,0.8241521307284642,0.0339008523862861,14.273953023409025,115.93266160480266,0.64495265,0.10083504,0.9881777,0.97254884,0.09827496,0.11783894,-1.090499997138977,82.1963882446289,0.0,0.0,66.0,0.0,18.0,16.243940353393555,2.0
61155,PL,day,54.37554437114307,18.617043731497404,arterial-urban,normal,clear-day,56.07930180817214,6,11,0.3110530267700971,0.751354241405544,51.89065474188276,-0.686203413165362,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,162.4965315327591,0.66753596,0.104828864,0.99172467,0.9379853,0.11405747,0.15232928,19.25,60.21982955932617,0.0,0.0,2.0,0.0,0.0,15.192682266235352,0.0
35299,SE,day,55.58531086664627,12.974001949817389,city,normal,partly-cloudy-day,54.5693719296971,5,10,0.0098108975167597,-0.8752627729841148,37.10552193341159,0.0270524493251115,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,120.2866750061626,0.6196722,0.2501376,0.99673223,0.93135506,0.1732479,0.197569,15.197999954223633,65.82502746582031,0.0,0.0,55.0,0.0,18.0,16.422470092773438,2.0
21243,PL,day,52.22783663704178,21.003163599454048,city,wet,rain,28.092726022789087,4,14,1.2346218094686947,0.0283094576405641,37.49444657061062,0.1270040784659124,120.0310462140434,1.129930671152837,0.7845076667532294,0.0339008523862861,14.273953023409025,45.14416875705798,0.9194464,0.37823993,0.9969613,0.9852372,0.3321098,0.3211969,2.6875,96.50812530517578,0.800000011920929,0.0,100.0,100.0,100.0,12.101570129394531,53.0
9094,DE,twilight,50.93647137535454,6.9694208602888255,city,normal,rain,-2.280255583787892,11,15,-1.1783678930496586,-0.690323193034703,30.80441668568213,-0.1036475312834594,121.1604837134374,1.125060013269004,-0.8407723553183722,0.088727668963989,31.73622738887918,67.7680615866851,0.7061453,0.38399678,0.99632615,0.9698387,0.19575259,0.13908172,11.354000091552734,81.51935577392578,0.0,0.0,99.0,99.0,85.0,15.646544456481934,3.0
3213,FR,day,43.29578597156844,5.374323465761817,city,normal,clear-day,22.188979113557693,2,8,1.1818744436280406,-1.702263034117731,17.07419061140342,-0.0361023690339621,121.2376221304691,1.124371377834915,1.0292988919458896,0.0207499795669303,16.47928310679553,121.50372328039612,0.5202374,0.11046066,0.99163604,0.9445505,0.0981305,0.109878205,13.594000816345217,84.01678466796875,0.0,0.0,3.0,3.0,0.0,5.351784706115723,0.0
32451,IT,day,45.49127790695027,9.24238174880034,city,normal,clear-day,63.51903087587301,7,10,0.278686105168703,-0.7825345896703969,0.0358580880701126,-0.0047779616288976,120.9702880538638,1.102109518675779,0.9415250836037842,0.0465482622168124,39.98099524207568,214.0868179804661,0.83504206,0.46759385,0.99675816,0.98819876,0.25401726,0.26398873,31.6929988861084,44.25624465942383,0.0,0.0,85.0,4.0,7.0,6.409617424011231,3.0
30504,SE,day,59.270327354293386,15.206070152837452,city,normal,cloudy,8.564910158420659,5,18,-0.1368115301935744,-1.0376842539550433,45.44390330922128,-0.0225186907384856,121.8558717032652,1.128173733560131,1.732561819006846,0.0784849875174295,34.79395280223011,140.69616183148946,0.6437107,0.08476939,0.9941071,0.9040166,0.1766087,0.23298723,11.406499862670898,34.57333755493164,0.0,0.0,52.0,0.0,52.0,11.96695327758789,2.0
24311,FR,day,43.27528375820922,5.366088854840811,city,normal,clear-day,31.7119622103751,2,13,8.837583439473052,-4.327213100116392,24.602038728293053,-0.3519871822288438,121.2376221304691,1.124371377834915,1.027903171759739,0.0207499795669303,16.47928310679553,137.26322644506692,0.44474775,0.10158774,0.989828,0.83268315,0.1311497,0.18560992,14.304500579833984,65.40861511230469,0.0,0.0,1.0,1.0,0.0,27.79237365722656,0.0
18978,SE,day,55.57873482725132,13.005696027392148,city,normal,partly-cloudy-day,18.16074673476952,5,17,0.5476969117828743,-0.1258406973099856,0.0241870474817627,-0.0135206095746244,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,26.82132425017389,0.74721986,0.2930916,0.9942866,0.96626705,0.18468457,0.13797651,13.415499687194824,76.74754333496094,0.0,0.0,84.0,1.0,14.0,6.830519199371338,3.0
57606,FR,day,45.7813517344323,4.781444413692042,arterial-rural,normal,rain,40.42009499640701,3,10,3.2283609854933,0.9567853762573884,71.83319896584307,-0.2482138242950551,121.2376221304691,1.124371377834915,1.0313575254514975,0.0207499795669303,16.47928310679553,93.18175170262752,0.5941944,0.13751085,0.9946791,0.9623158,0.15783173,0.09536024,6.941500186920166,84.39994812011719,1.7999999523162842,0.0,99.0,83.0,98.0,10.239453315734863,61.0
26755,DE,night,50.91344922825661,6.961657115548413,city,normal,cloudy,-11.329638550035,11,16,0.3187850359253793,-0.7632778968860336,29.45707517863544,-0.2024182338513105,121.1604837134374,1.125060013269004,-0.8407723553183722,0.088727668963989,31.73622738887918,129.71528228755568,0.8206256,0.43610132,0.9932636,0.96386766,0.18461688,0.25284877,11.464999198913574,79.62081146240234,0.0,0.0,98.0,97.0,60.0,17.533145904541016,3.0
16741,FR,day,43.30312635184908,5.366246328177918,city,normal,clear-day,33.68503327358468,2,13,-0.2309947377934989,-2.0265499449252555,0.3336662140481456,-0.0274024988985088,121.2376221304691,1.124371377834915,1.027903171759739,0.0207499795669303,16.47928310679553,231.6129027116285,0.54893726,0.08981023,0.99265504,0.92944103,0.1504342,0.17591989,15.872499465942385,55.681114196777344,0.0,0.0,1.0,1.0,0.0,35.30937576293945,0.0
99341,IT,night,45.47485856280166,9.50607088197007,arterial-rural,normal,clear-night,-9.800664084452322,7,3,0.7014709551274131,-2.860309806425604,65.34358280950754,-0.1034219019609914,121.4569399168275,1.133153905263153,2.4123924333565627,0.0564006495119938,43.77164004901971,85.71223080264477,0.51002514,0.20222557,0.98212296,0.96233755,0.16234879,0.2714866,22.732500076293945,87.41266632080078,0.0,0.0,18.0,18.0,0.0,8.287821769714355,0.0
39608,PL,day,52.26866434635512,21.06038086141009,city,wet,rain,24.842595175408,4,14,1.8486282355924608,-0.9431192609450488,23.406681586875468,0.2099902134793442,120.0310462140434,1.129930671152837,0.7845076667532294,0.0339008523862861,14.273953023409025,55.41996593143546,0.58083737,0.10669478,0.9950376,0.96700823,0.15385854,0.1246445,3.33899998664856,90.86549377441406,0.6000000238418579,0.0,100.0,93.0,100.0,14.51206398010254,53.0
4497,DE,day,50.93543403591399,6.950115749613748,city,normal,partly-cloudy-day,15.931799428279504,11,9,0.6728662263721544,-0.729678231626038,0.1037832382785131,-0.0240788813101138,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,86.38534543286728,0.5264766,0.091993265,0.9935422,0.962086,0.10533058,0.21813591,7.156499862670898,85.01569366455078,0.1000000014901161,0.0,36.0,31.0,14.0,10.58791732788086,51.0
29176,SE,day,55.6075127745693,13.02115215271674,city,normal,cloudy,48.99484430960175,5,13,0.2283815517162903,-1.260086742137056,0.0027578461481893,0.1017514232818708,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,140.11685417630244,0.5344692,0.1405982,0.99715567,0.9705043,0.08345094,0.09978092,15.447500228881836,69.98238372802734,0.0,0.0,99.0,22.0,9.0,20.37103843688965,3.0
70013,DE,day,51.52800952207997,7.107328607115014,arterial-urban,normal,partly-cloudy-day,18.222455031599324,10,8,-1.3025899741857454,-0.6898923998153339,38.92487472029233,0.0438775683701047,121.1604837134374,1.125060013269004,-0.839908092424094,0.088727668963989,31.73622738887918,293.6827086267822,0.77422965,0.28161162,0.9966589,0.987086,0.16721708,0.19384046,11.883999824523926,84.9540786743164,0.0,0.0,61.0,8.0,10.0,21.38593864440918,2.0
44863,PL,day,52.23476958263517,21.01417236989812,city,wet,rain,15.03498820876895,4,15,-1.7188573605737658,-0.3027180096364547,9.393185987881395,0.0597721978686514,120.0310462140434,1.129930671152837,0.7845076667532294,0.0339008523862861,14.273953023409025,65.24955616445136,0.60497683,0.13812914,0.99415344,0.97417486,0.17964761,0.15489462,3.070000171661377,94.81876373291016,0.6000000238418579,0.0,100.0,80.0,100.0,13.10419750213623,53.0
25524,SE,day,55.59352611800438,12.973985623602957,city,normal,partly-cloudy-day,44.1100819813712,5,13,-0.2808670135443556,-0.8224843051934116,35.195031246520095,0.018155693905858,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,69.17772698184011,0.61780137,0.12544124,0.99468356,0.9713974,0.11890407,0.15213555,15.0,65.33873748779297,0.0,0.0,77.0,23.0,35.0,2.099142551422119,2.0
22537,SE,day,55.59910506284673,12.986579594643032,city,normal,cloudy,44.960714540420575,5,13,-0.4922297030385393,0.2865204932668362,40.70723524180269,-0.0971396845179775,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,99.1970071730312,0.5901321,0.14440012,0.99367464,0.9711845,0.12706882,0.1503626,15.330500602722168,61.54217147827149,0.0,0.0,99.0,26.0,0.0,20.80849838256836,3.0
62360,PL,day,50.7672232979719,19.16400815690709,arterial-urban,wet,cloudy,27.20195756933439,4,14,-0.4714681179002671,2.431975162655812,54.00558981831124,-0.0962844307563584,119.4299449008713,1.100166968750412,-0.9326097164338646,0.0936659229049696,14.973592751032564,64.28520526264394,0.59889835,0.12597547,0.9963689,0.98590183,0.13432892,0.11093881,3.328000068664551,80.70830535888672,0.1000000014901161,0.0,100.0,41.0,99.0,16.51690101623535,51.0
85980,IT,night,41.88297363822795,12.38080947187759,highway,normal,clear-night,-14.74093669372563,8,19,0.4830308526506753,-0.7740167366100745,81.82797975747417,-0.3417856589704949,120.9702880538638,1.102109518675779,0.9413256208462162,0.0465482622168124,39.98099524207568,85.18073824362281,0.5072991,0.10765964,0.9926615,0.9418897,0.0667343,0.20358999,24.489500045776367,88.36978912353516,0.0,0.0,0.0,0.0,0.0,3.054701328277588,0.0
96630,DE,day,54.3673898645662,9.668003954336717,highway,normal,cloudy,34.36643724261761,9,9,0.3698782368279028,-1.1978677830302162,113.99951519847528,-0.2294864111486663,120.9702880538638,1.11944171485232,-0.8399186145593721,0.0465482622168124,39.98099524207568,32.22210589099714,0.6742068,0.15165524,0.9921779,0.92494285,0.15698838,0.22483999,14.991499900817873,67.12692260742188,0.0,0.0,100.0,35.0,99.0,14.182354927062988,3.0
13866,PL,day,54.33761191533405,18.626322575383124,city,normal,partly-cloudy-day,57.42059125602461,5,10,-1.5802216717493225,-0.9435172387200814,36.912170192223336,-0.4094401745550891,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,44.50958901276279,0.59656763,0.20121646,0.9907952,0.9583067,0.12012145,0.113204226,11.517999649047852,74.89111328125,0.2000000029802322,0.0,49.0,27.0,42.0,17.555307388305664,51.0
14372,DE,day,50.93434394980429,6.957217784988097,city,normal,partly-cloudy-day,17.670570604539634,11,10,0.8732885259865661,0.1729449342289211,20.03678933992835,0.0452970534299611,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,45.96147320861314,0.5054288,0.11773915,0.9953755,0.94513714,0.11234288,0.19049539,7.163000106811523,85.01641082763672,0.1000000014901161,0.0,36.0,31.0,14.0,10.58791732788086,51.0
20990,SE,day,55.60365399799425,12.995521181583364,city,normal,partly-cloudy-day,55.71474521267036,5,10,-0.4096608101904532,-0.8537183441163658,35.8549354299478,0.0303591446764036,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,62.0600126120312,0.75020176,0.1498001,0.9969863,0.98300296,0.20964031,0.25030726,15.517499923706056,62.63900375366211,0.0,0.0,37.0,1.0,34.0,17.25373077392578,1.0
41690,PL,day,52.24258473628775,20.978341786131704,city,wet,rain,32.63198408120534,4,13,-2.3406512944190494,-0.4714189126801958,41.1549160953856,0.1056056084534575,120.0310462140434,1.129930671152837,0.7845076667532294,0.0339008523862861,14.273953023409025,59.82016465554025,0.6627745,0.111142516,0.9962204,0.97104496,0.20237313,0.2804104,2.8959999084472656,95.82979583740234,0.699999988079071,0.0,100.0,96.0,100.0,12.181625366210938,53.0
91077,FR,day,43.720259033121245,7.216358633310328,highway,normal,clear-day,16.459861135184795,2,7,0.8723456106014006,-0.6583448324024164,84.09294272878662,-0.753036525982115,121.2376221304691,1.124371377834915,1.0297874529707356,0.0207499795669303,16.47928310679553,44.47830680879567,0.67542684,0.33320883,0.9881097,0.8878138,0.23629054,0.2669675,13.073999404907228,61.007911682128906,0.0,0.0,0.0,0.0,0.0,1.0182337760925293,0.0
79421,FR,day,43.74360300943871,7.378361737633862,highway,normal,clear-day,18.25496818062355,2,8,3.463822574663016,-0.0610139278631389,8.545043201654268,-0.049823151936512,121.2376221304691,1.124371377834915,1.0297874529707356,0.0207499795669303,16.47928310679553,108.4776960735444,0.83987296,0.4711289,0.99665076,0.9844297,0.27324834,0.194263,8.944999694824219,69.6484146118164,0.0,0.0,0.0,0.0,0.0,6.952754497528076,0.0
11937,PL,day,52.27424682003642,21.03112532632685,city,normal,clear-day,45.50765447344545,4,8,2.4620497663712446,-1.4273341560949602,14.384480109518472,0.056009248708421,120.0310462140434,1.129930671152837,0.7834161288230759,0.0339008523862861,14.273953023409025,103.543434965367,0.68166137,0.08524736,0.99478227,0.90798026,0.2326319,0.31455535,10.90850067138672,44.76535034179688,0.0,0.0,3.0,3.0,0.0,13.32486343383789,0.0
5803,PL,day,52.221475497606114,21.0739511200277,city,normal,partly-cloudy-day,51.86663852888167,4,10,0.2018503207599924,-0.8227000720458286,69.07435812080433,-0.3702141842293492,120.581700743319,1.136123277061316,1.6919306284555886,0.0372505490510181,14.756775720979997,56.6515141467543,0.79854214,0.23406827,0.9982358,0.9931884,0.22288163,0.076809965,7.401999950408935,45.237735748291016,0.0,0.0,93.0,91.0,92.0,6.92473840713501,3.0
54961,LU,day,49.68593036556164,6.427702182715114,highway,normal,clear-day,8.44166661714236,3,16,0.8032516149839719,1.903861811029254,119.68840343436273,0.182486533387146,120.0310462140434,1.130147879676854,0.8353805312977198,0.0339008523862861,14.273953023409025,21.73206796684691,0.67955136,0.20670281,0.9735844,0.6846572,0.31304258,0.42331102,13.499500274658203,61.10939025878906,0.0,0.0,0.0,0.0,0.0,5.804825305938721,0.0
65572,DE,day,53.06899783768972,8.869268296321595,arterial-urban,normal,cloudy,13.076480027968842,12,10,0.3053078782243434,-1.2747156840127185,46.01712475480536,0.1328423561069972,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,331.2262432138793,0.689746,0.3344041,0.99241817,0.97123927,0.28266972,0.19253461,3.6045000553131104,91.8594207763672,0.1000000014901161,0.0,100.0,100.0,23.0,15.15852165222168,51.0
98274,SE,day,63.0062559798596,18.18481269235519,arterial-rural,wet,rain,18.505047938261185,3,13,0.49213533288684,0.5539119053780781,64.84967092695284,-0.305211392960077,120.6802679025302,1.091214386508083,-0.7525103523348776,0.0575832107783082,19.153658261130506,21.94159420899398,0.57814234,0.10555849,0.9956761,0.9707981,0.14328736,0.12150128,2.6635000705718994,73.03597259521484,0.0,0.0,100.0,100.0,44.0,1.938659191131592,3.0
78896,PL,day,54.361768261412514,18.64147012213753,arterial-urban,normal,partly-cloudy-day,57.13557448387783,5,10,0.9926938748041174,0.1254223429199368,-9.431692391131654e-05,0.0080803828362883,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,58.65719729495674,0.61574805,0.15429,0.99450845,0.9846624,0.106098704,0.11101926,10.969499588012695,78.73933410644531,0.0,0.0,95.0,94.0,33.0,15.5301513671875,3.0
7981,DE,twilight,50.93518825726549,6.958035789203087,city,normal,rain,-2.0289320799207644,11,15,-0.7932054584468534,1.5018675027797463,29.523887349448867,0.1645540656377575,121.1604837134374,1.125060013269004,-0.8407723553183722,0.088727668963989,31.73622738887918,75.08591239479675,0.7645862,0.15263148,0.99743,0.9798779,0.28707853,0.17981492,11.25,81.50564575195312,0.0,0.0,99.0,99.0,85.0,15.646544456481934,3.0
