,Time_of_Day,Weather_Condition,Road_Environment_Type,Road_Surface_Condition,Traffic_Density,Pedestrian_Presence,Cyclist_Presence,Number_of_Visible_Lanes,Intersection_Type,Lane_Marking_Visibility,Artificial_Lighting_Source,Crosswalk_Presence,Vertical_Road_Profile,Horizontal_Road_Curvature,Infrastructure_Barriers,Building_Density,Vegetation_Level,Traffic_Sign_Presence,Vehicle_Composition,Ego_Vehicle_Lane_Position,Ego_Vehicle_Lane_POSITION,conf,iou,lrp
10515,Night,Clear,Urban,Dry,Low,,No,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5579414448954843,0.0,0.0
10527,Daylight,Clear,Residential,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Faded,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5424666778714049,0.0,0.0
10582,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,Yes,Uphill,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5165250621736049,0.0,0.0
10598,Daylight,Cloudy,Urban,Dry,Moderate,Crossing_Road,No,2,Four-Way,Clear,,Yes,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5299765938206723,0.0,0.0
10611,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Faded,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6479945665803449,0.0,0.0
10735,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.6225381470643557,0.0,0.0
10737,Dawn/Dusk,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.541990707317988,0.0,0.0
10756,Daylight,Cloudy,Urban,Dry,Low,,No,1,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6092803632390911,0.0,0.0
10805,Daylight,Cloudy,Residential,Dry,Moderate,,No,1,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.630516403251224,0.0,0.0
10852,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Faded,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5596178002276663,0.0,0.0
10887,Daylight,Clear,Residential,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5901026209195455,0.0,0.0
10891,Daylight,Clear,Urban,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6703845443932906,0.0,0.0
11000,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,,0.5869109907320568,0.0,0.0
11026,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5723061028279757,0.0,0.0
11045,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Roundabout,Clear,,No,Flat,Slight_Right,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5528601849717754,0.0,0.0
11124,Daylight,Cloudy,Urban,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5824855874324667,0.0,0.0
11125,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5627716788347217,0.0,0.0
11138,Daylight,Cloudy,Urban,Dry,High/Congested,On_Sidewalk,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5121265411376953,0.0,0.0
11303,Daylight,Clear,Urban,Dry,Moderate,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5408469663476044,0.0,0.0
11323,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6637225643448208,0.0,0.0
11347,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5688376309616225,0.0,0.0
11540,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,,Passenger_Cars_Only,Centered,,0.6397420441110929,0.0,0.0
11541,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5427098191799001,0.0,0.0
11564,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,3,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.48961568375428516,0.0,0.0
11639,Daylight,Clear,Urban,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6340431848476673,0.0,0.0
11675,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.579212525957509,0.0,0.0
11748,Daylight,Snowy,Urban,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,Industrial,Dense_Forest,Regulatory,No_Vehicles,Centered,,0.3588679773466928,0.0,0.0
11773,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.49643628737505746,0.0,0.0
11807,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,,Yes,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5594502055283749,0.0,0.0
11937,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5894629575989463,0.0,0.0
11965,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.6835008284141277,0.0,0.0
11981,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Public_Transit_Focus,Centered,,0.5916715221745628,0.0,0.0
12108,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Public_Transit_Focus,Centered,,0.5411250944747481,0.0,0.0
12152,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5096614513641748,0.0,0.0
12311,Daylight,Cloudy,Urban,Dry,Low,,Yes,2,,Faded,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Regulatory,Public_Transit_Focus,Centered,,0.5298365996943579,0.0,0.0
12335,Daylight,Cloudy,Urban,Dry,Low,,No,1,,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,,0.5083680256054952,0.0,0.0
12414,Daylight,Clear,Urban,Dry,Empty,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,,No_Vehicles,Centered,,0.5281454655859206,0.0,0.0
12427,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5485326738461204,0.0,0.0
12457,Daylight,Cloudy,Urban,Wet,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5546026062674638,0.0,0.0
12485,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,1,,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5160714197489951,0.0,0.0
12510,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6048333656787872,0.0,0.0
12559,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.562224400540193,0.0,0.0
12623,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6025209529478042,0.0,0.0
12654,Daylight,Clear,Urban,Dry,Moderate,,No,1,,Absent,,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.7118281871080399,1.0,0.0
12768,Daylight,Cloudy,Urban,Wet,Low,Crossing_Road,No,2,T-Junction,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.48142310976982117,0.0,0.0
12789,Daylight,Clear,Urban,Dry,High/Congested,,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.6529645224412283,0.0,0.0
12940,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.47391951194515936,0.0,0.0
13030,Daylight,Cloudy,Urban,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.665148138999939,0.0,0.0
13082,Daylight,Clear,Urban,Dry,Empty,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,No_Vehicles,Centered,,0.6227262775103252,0.0,0.0
13247,Dawn/Dusk,Cloudy,Residential,Wet,Moderate,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,,0.6084354079287985,0.0,0.0
13259,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,T-Junction,Clear,,Yes,Uphill,Slight_Right,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5938642546534538,0.0,0.0
13292,Daylight,Rainy,Urban,Wet,High/Congested,On_Sidewalk,No,3,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5343572695036324,0.0,0.0
13405,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6661235698882271,0.0,0.0
13415,Daylight,Cloudy,Residential,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5158502002095067,0.0,0.0
13591,Daylight,Cloudy,Residential,Dry,Low,Crossing_Road,Yes,2,Roundabout,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5421265294509274,0.0,0.0
13595,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.527375067858135,0.0,0.0
13655,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5395475906484267,0.0,0.0
13866,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,Roundabout,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Public_Transit_Focus,Centered,,0.5515271709078834,0.0,0.0
13921,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5150464825008226,0.0,0.0
14002,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,,Multiple_Types,Passenger_Cars_Only,Centered,,0.5836564930884734,0.0,0.0
14034,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Directional,Passenger_Cars_Only,Centered,,0.46527971869165247,0.0,0.0
14310,Daylight,Cloudy,Residential,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.680009183383757,0.0,0.0
14360,Twilight,Cloudy,Urban,Dry,Moderate,,No,1,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5757234973403124,0.0,0.0
14372,Daylight,Cloudy,Urban,Dry,Moderate,,No,1,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,,Regulatory,Passenger_Cars_Only,Centered,,0.6113978158682585,0.0,0.0
14377,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,1,,Absent,Building_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5962657358716515,0.0,0.0
14394,Daylight,Clear,Urban,Dry,Low,,No,2,,Faded,,No,Flat,Straight,Concrete_Median,High_Rise,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.4514273720629075,0.0,0.0
14545,Daylight,Clear,Urban,Dry,Low,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6015909920136134,0.0,0.0
14584,Daylight,Cloudy,Urban,Dry,High/Congested,On_Sidewalk,No,3,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Public_Transit_Focus,Centered,,0.5688695615300765,0.0,0.0
14664,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5130356876623063,0.0,0.0
14792,Dawn/Dusk,Cloudy,Urban,Dry,Low,,No,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Slight_Right,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5511357892643322,0.0,0.0
14926,Dawn/Dusk,Clear,Residential,Dry,Moderate,,No,2,,Clear,Building_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5562717077277956,0.0,0.0
15187,Twilight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,Building_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Public_Transit_Focus,Centered,,0.5164405746119363,0.0,0.0
15657,Dawn/Dusk,Rainy,Urban,Wet,Moderate,Crossing_Road,No,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,High_Rise,,Regulatory,Public_Transit_Focus,Centered,,0.5081782328321579,0.0,0.0
15943,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6394473585215482,0.0,0.0
15981,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Directional,Passenger_Cars_Only,Centered,,0.5613769094149271,0.0,0.0
16015,Dawn/Dusk,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.525801905327373,0.0,0.0
16213,Night,Clear,Urban,Dry,Empty,On_Sidewalk,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,No_Vehicles,Centered,,0.48102712631225586,0.0,0.0
16563,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5893958812835169,0.0,0.0
16566,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5262257897853851,0.0,0.0
16741,Daylight,Clear,Urban,Dry,Moderate,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5581312295125456,0.0,0.0
17159,Daylight,Cloudy,Residential,Dry,Low,,No,1,,Absent,,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.598373391562038,0.0,0.0
17251,Twilight,Cloudy,Residential,Dry,Low,On_Sidewalk,Yes,2,Roundabout,Clear,Building_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5599947232339118,0.0,0.0
17267,Daylight,Clear,Urban,Dry,Low,Near_Roadside,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5249736651226327,0.0,0.0
17327,Night,Clear,Urban,Dry,Low,,No,3,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,,0.5903350068972661,0.0,0.0
17343,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.6037161882434573,0.0,0.0
17446,Daylight,Cloudy,Urban,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,,Multiple_Types,Passenger_Cars_Only,Centered,,0.5784342382468429,0.0,0.0
17672,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Public_Transit_Focus,Centered,,0.5978095656947086,0.0,0.0
17978,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5299345799561205,0.0,0.0
18018,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5701518421371777,0.0,0.0
18114,Daylight,Cloudy,Urban,Dry,Low,,No,1,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6462989516796604,0.0,0.0
18116,Dawn/Dusk,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.46630104516561216,0.0,0.0
18147,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.46174318343400955,0.0,0.0
18185,Dawn/Dusk,Cloudy,Urban,Dry,Low,,No,3,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.48794961762097144,0.0,0.0
18218,Daylight,Cloudy,Urban,Dry,Moderate,Crossing_Road,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5660734294458877,0.0,0.0
18240,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Absent,,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.553292827308178,0.0,0.0
18312,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5459624142558487,0.0,0.0
18411,Daylight,Clear,Urban,Dry,Low,Crossing_Road,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5378065551772262,0.0,0.0
18422,Daylight,Cloudy,Urban,Dry,Moderate,,No,1,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6524849385023117,1.0,0.0
18476,Daylight,Cloudy,Urban,Dry,Low,,No,1,,Faded,,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5955727826803923,0.0,0.0
18525,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6039211034774781,0.0,0.0
18531,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,3,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Curb,High_Rise,,Multiple_Types,Public_Transit_Focus,Centered,,0.5304962042076834,0.0,0.0
18603,Daylight,Cloudy,Urban,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6662721566615566,1.0,0.0
18628,Daylight,Cloudy,Urban,Dry,Moderate,,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5621494141491976,0.0,0.0
18680,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Industrial,Sparse,Directional,Passenger_Cars_Only,Centered,,0.512201456228892,0.0,0.0
18721,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5126275478497796,0.0,0.0
18749,Daylight,Cloudy,Urban,Dry,High/Congested,Crossing_Road,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5487642547017649,0.0,0.0
18840,Dawn/Dusk,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5250913645976629,0.0,0.0
18877,Daylight,Clear,Urban,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Noise_Wall,High_Rise,Sparse,,Passenger_Cars_Only,Centered,,0.5718138323110693,0.0,0.0
18895,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Directional,Passenger_Cars_Only,Centered,,0.4914511569908687,0.0,0.0
18978,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,3,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5437274092719668,0.0,0.0
18987,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,3,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5793092437818939,0.0,0.0
18999,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6149180098013445,0.0,0.0
19180,Daylight,Rainy,Urban,Wet,Moderate,Crossing_Road,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,,Multiple_Types,Passenger_Cars_Only,Centered,,0.524169398533119,0.0,0.0
19319,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5942190382629633,0.0,0.0
19474,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,Building_Lights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5317066888340184,0.0,0.0
19500,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,,Passenger_Cars_Only,Centered,,0.5209117531776428,0.0,0.0
19612,Dawn/Dusk,Cloudy,Urban,Dry,Low,,Yes,2,T-Junction,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5581926548480988,0.0,0.0
19649,Daylight,Clear,Residential,Dry,Low,,No,2,,Absent,,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5874786950923778,0.0,0.0
19677,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6259571888617107,0.0,0.0
19804,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6225086632702086,0.0,0.0
